"X1","X2","X3","X4","X5"
-1.41006994015072,-0.150629960444101,0.267790437180746,2.37072522047599,1.93157594123468
-1.72126496974681,0.800940558387889,-0.399360881921485,-0.166811957051551,-0.616474652092026
0.665444916759445,-1.18671784824664,0.27688382469893,0.926961395348714,-0.562567479099863
-0.430806717748039,0.430636363736109,-1.23367340708577,-0.568151747750955,-0.989963124982774
-0.329038718826338,0.216747094443226,0.75357491871566,0.225090080591701,2.73122759641428
1.56330946569212,0.961292345517448,0.289261020656838,1.13198590550899,-0.721666216835527
-2.59587353465405,-1.55656431030924,0.675136077100762,1.38048153537304,1.33350492080387
-0.942469684661196,0.544843926460806,-0.775135103508584,-0.232803414225492,-1.2200080568157
-0.0516215156808825,0.327768822410872,-1.0098992344292,-1.60064332725513,1.40177629587353
0.638954546096488,-0.488809232804017,-1.63655876306266,-0.298369177065937,0.332223376591772
1.02914233944032,0.124061212674077,-0.597320774650209,-0.275624083392323,-0.818473974431801
1.38098237920341,-0.373938119775673,-0.825307644524054,-0.0303255731712796,0.307817188760134
0.253639998558237,1.66964674817633,0.106474515557641,1.08934602068742,1.13365063401996
0.564873924689296,0.304418251135568,-0.217414375574229,-1.00542176024774,0.932778906368962
0.567841189726443,-0.129661250884983,0.49246276734501,-1.63253625507862,0.224101310094798
1.2830282417643,-0.0614056054424501,0.605719058942465,0.77354244519438,-0.417810000420847
0.147752798538407,-0.604183705656452,0.00745278383487472,-0.0282083227394901,-1.65033133574558
0.524539167207897,0.269262247626327,0.731433020343089,0.356261089792291,-0.979387905516037
0.019613450294547,-0.96858313337448,1.31702094116468,-1.32699311672804,-1.10782537474745
0.585404404617625,0.190657518428592,0.616626397015683,-0.704537495814,0.610910498640866
0.985036967135534,-1.86597326098004,0.994443039431021,-0.220218526282562,-0.427799008498503
-0.00369233694602668,-0.291141880810867,1.47529893738686,2.09328765920526,0.493082448235863
-0.581377376699713,1.10530977677517,0.339493889388284,1.7304749495467,0.770204909163766
-1.08314229565257,-0.408348810733532,-0.0442079900591391,0.0358135490592385,0.885916485284128
-1.25845266090089,0.66964530986992,0.52761755399525,1.06492992191758,1.83770151297992
-1.12422706500934,2.06528923788075,0.469960397697178,-0.56778169799989,-0.402359265957749
-0.0252494236623436,1.02663108946843,0.127009596021746,-0.377441251601803,-0.31975728444561
-1.26250490693325,0.638331846421192,-0.604434608404726,-0.0891942767245945,-0.688717207029329
-2.86655913310991,0.779955035238633,0.596818586080259,-1.41729253214115,1.32108027016545
1.64359894708529,-1.36533951913371,-0.828977736485789,-0.007316741874337,-0.423828509853688
1.08262743599625,-0.91963558155934,-0.595158479042155,0.232891077088258,-0.0567439355194486
0.0072528482881149,2.03849386927678,-0.269232754662,-1.11888027660423,-0.605719206990329
0.325580279469279,-0.52682880926582,-0.72902946403527,-1.47018010762783,-0.256515518720355
0.0820095708402532,1.14208013538799,-0.25406540219004,3.0351846758287,0.301264289054999
0.300555920795019,0.485492824862778,2.36635417116471,-0.476539832807626,-0.938623287222427
