-5.795597985850037270e-01,7.401567887677691360e-01,0.000000000000000000e+00
-9.109602416560182991e-01,3.943900899937751586e-02,0.000000000000000000e+00
9.802137835583148995e-01,4.787104022916791046e-01,0.000000000000000000e+00
1.253517052417014055e+00,1.564804370187111493e+00,1.000000000000000000e+00
-1.719523408859650493e+00,-1.157056497895475378e+00,1.000000000000000000e+00
1.574997510481288823e-03,-1.965282756614085802e+00,1.000000000000000000e+00
2.054177795921058536e+00,1.071886718754491569e-01,1.000000000000000000e+00
-8.975394535499964244e-01,3.491991692636803313e-01,0.000000000000000000e+00
9.100131743647054128e-01,-4.867970819223608747e-01,0.000000000000000000e+00
1.518820516260936714e-03,-1.050088796526581270e+00,0.000000000000000000e+00
3.885454429193451169e-03,2.022296578865297789e+00,1.000000000000000000e+00
-1.304848806739000722e+00,-1.392006513372377130e+00,1.000000000000000000e+00
9.223284787177760125e-01,4.062032858853290018e-01,0.000000000000000000e+00
-7.617228365707338078e-01,5.216156334638306635e-01,0.000000000000000000e+00
4.366576690689819573e-01,-8.867566462325890964e-01,0.000000000000000000e+00
-2.059474369636968394e+00,1.596997812578479781e-01,1.000000000000000000e+00
9.013197526019521844e-01,-5.839158557369967806e-01,0.000000000000000000e+00
1.083257861319253612e+00,1.581366762525910463e+00,1.000000000000000000e+00
-9.640172820946049104e-01,-1.836271149387360413e-01,0.000000000000000000e+00
-9.958116243365990883e-01,-4.552981534518096285e-01,0.000000000000000000e+00
2.030723922297636985e+00,-9.683119880699905813e-02,1.000000000000000000e+00
9.894861649419909311e-01,1.411441736307788020e-01,0.000000000000000000e+00
-7.979625907592780010e-01,6.916125250609913566e-01,0.000000000000000000e+00
7.854505861471743344e-01,6.955337978224492845e-01,0.000000000000000000e+00
-4.540861346865702752e-01,-1.867480187306538530e+00,1.000000000000000000e+00
6.214396306932034042e-01,9.043265215097568976e-01,0.000000000000000000e+00
7.402957599994707261e-01,1.889224049611699430e+00,1.000000000000000000e+00
1.805265684172686180e+00,-1.070704757122316719e+00,1.000000000000000000e+00
5.168627639708117671e-01,-1.913818822948365472e+00,1.000000000000000000e+00
2.026189844679802121e+00,-1.386180186287097049e-01,1.000000000000000000e+00
9.930772084581971360e-01,-5.107804283567740633e-02,0.000000000000000000e+00
3.508919636155911626e-01,-1.938460882926222872e+00,1.000000000000000000e+00
8.251153369399819026e-02,1.921541093709832060e+00,1.000000000000000000e+00
-2.961217207181315978e-04,-2.012377405511760031e+00,1.000000000000000000e+00
